Sno,bhk_type,property_type,beds,baths,balcony,address,city,state_code,country,landmark,table2key,table3key
915,2,Houses & Villas,2,2,,"Kareli, Allahabad, Uttar Pradesh",Allahabad,Uttar Pradesh,India,,915,915
916,3,Houses & Villas,3,2,,"Shivpur, Varanasi, Uttar Pradesh",Varanasi,Uttar Pradesh,India,,916,698
917,4+,Houses & Villas,4+,4,,"Charbag, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,917,917
918,3,Houses & Villas,3,3,,"Modi Puram, Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,India,,918,562
919,2,Houses & Villas,2,1,,"Kaushalpuri, Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,India,,919,919
920,4,Houses & Villas,4,2,,"Jalandhari, Azamgarh, Uttar Pradesh",Azamgarh,Uttar Pradesh,India,,920,920
921,3,Houses & Villas,3,2,,"Pilibhit Bypass, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,India,,921,921
922,3,Houses & Villas,3,2,,"Shivpur, Varanasi, Uttar Pradesh",Varanasi,Uttar Pradesh,India,,922,852
923,2,Houses & Villas,2,2,,"Barra Thana, Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,India,,231,290
924,2,Houses & Villas,2,2,,"Awas Vikas Colony, Bulandshahr, Uttar Pradesh",Bulandshahr,Uttar Pradesh,India,,924,924
925,2,Houses & Villas,2,2,,"Shastri Nagar, Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,India,,925,925
926,3,Houses & Villas,3,,,"Deva Road, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,926,595
927,3,Houses & Villas,3,3,,"Shukarpura, Batala, Punjab",Batala,Punjab,India,,256,256
928,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,928,928
929,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,929,929
930,3,Houses & Villas,3,3,,"Lohgarh, Zirakpur, Punjab",Zirakpur,Punjab,India,,930,930
931,3,Houses & Villas,3,2,,"Prit Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,931,931
932,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,932,932
933,4,Houses & Villas,4,,,"Dhamoli, Rajpura, Punjab",Rajpura,Punjab,India,,933,933
934,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,934,934
935,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,935,935
936,4+,Houses & Villas,4+,4+,,"Sector 80, Mohali, Punjab",Mohali,Punjab,India,,936,936
937,3,Houses & Villas,3,4,,"Mahal Sub Urban, Amritsar, Punjab",Amritsar,Punjab,India,,937,568
938,2,Houses & Villas,2,2,,"Bani Village, Anandpur Sahib, Punjab",Anandpur Sahib,Punjab,India,,938,938
939,3,Houses & Villas,3,3,,"Mahal Sub Urban,  Amritsar, Punjab",Amritsar,Punjab,India,,939,198
940,3,Houses & Villas,3,3,,"Jhungian, Mohali, Punjab",Mohali,Punjab,India,,940,940
941,4+,Houses & Villas,4+,3,,"Golden Temple Area, Amritsar, Punjab",Amritsar,Punjab,India,,941,941
942,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,942
943,3,Houses & Villas,3,3,,"New Model Town, Amritsar, Punjab",Amritsar,Punjab,India,,943,943
944,3,Houses & Villas,3,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,944,622
945,4,Houses & Villas,4,4,,"Preet Vihar, Amritsar, Punjab",Amritsar,Punjab,India,,945,945
946,2,Houses & Villas,2,1,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,946,946
947,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,947,236
948,3,Houses & Villas,3,2,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,948,396
949,3,Houses & Villas,3,3,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,949,852
950,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,950,852
951,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,951,951
952,2,Houses & Villas,2,2,,"Ravidas Nagar, Jalandhar, Punjab",Jalandhar,Punjab,India,,952,952
953,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,953,953
954,3,Houses & Villas,3,4,,"Patiala Road, Zirakpur, Punjab",Zirakpur,Punjab,India,,954,32
955,4,Houses & Villas,4,4+,,"Preet Vihar, Amritsar, Punjab",Amritsar,Punjab,India,,955,955
956,2,Houses & Villas,2,3,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,953,953
957,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,957
958,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,199
959,4,Houses & Villas,4,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,959
960,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,960
961,2,Houses & Villas,2,3,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,"airport road, amritsar",961,961
962,4+,Houses & Villas,4+,4+,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,962
963,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,963
964,3,Houses & Villas,3,2,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,964
965,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,965,852
966,1,Houses & Villas,1,1,,"Badi Haibowal, Ludhiana, Punjab",Ludhiana,Punjab,India,,966,966
967,2,Houses & Villas,2,1,,"Gopal Nagar, Amritsar, Punjab",Amritsar,Punjab,India,,967,967
968,4+,Houses & Villas,4+,4+,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,968,968
969,4,Houses & Villas,4,4,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,969,142
970,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,970
971,2,Houses & Villas,2,2,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,971,971
972,3,Houses & Villas,3,3,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,972,972
973,2,Houses & Villas,2,2,,"Kailash Nagar, Sujanpur, Punjab",Sujanpur,Punjab,India,,56,56
974,2,Houses & Villas,2,2,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,83,83
975,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,91,91
976,2,Houses & Villas,2,2,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,93,93
977,3,Houses & Villas,3,3,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,107,107
978,2,Houses & Villas,2,1,,"New Shimlapuri, Ludhiana, Punjab",Ludhiana,Punjab,India,,120,120
979,3,Houses & Villas,3,3,,"Anaj Mandi Area, Sanaur, Punjab",Sanaur,Punjab,India,,979,979
980,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,980,980
981,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,"airport road, amritsar",981,981
982,2,Houses & Villas,2,3,,"BRS Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,125,125
983,4,Houses & Villas,4,3,,"Professor Colony, Patiala, Punjab",Patiala,Punjab,India,,130,130
984,3,Houses & Villas,3,3,,"Bhabat, Zirakpur, Punjab",Zirakpur,Punjab,India,,227,227
985,4,Houses & Villas,4,3,,"Urban Estate, Patiala, Punjab",Patiala,Punjab,India,,228,228
986,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,288,288
987,3,Houses & Villas,3,3,,"Salariya Nagar, Pathankot, Punjab",Pathankot,Punjab,India,,293,293
988,3,Houses & Villas,3,3,,"Gur Baksh Colony, Patiala, Punjab",Patiala,Punjab,India,,58,650
989,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,989,989
990,3,Houses & Villas,3,2,,"Deep Nagar, Muktsar, Punjab",Muktsar,Punjab,India,,990,990
991,4+,Houses & Villas,4+,4+,,"Hari Nagar, Hoshiarpur, Punjab",Hoshiarpur,Punjab,India,,48,423
992,3,Houses & Villas,3,4+,,"Vallah, Amritsar, Punjab",Amritsar,Punjab,India,,992,924
993,2,Houses & Villas,2,2,,"Chiman, Cheema, Punjab",Cheema,Punjab,India,,993,993
994,2,Houses & Villas,2,2,,"Lamini, Pathankot, Punjab",Pathankot,Punjab,India,,994,994
995,2,Houses & Villas,2,1,,"Khanpur, Kharar, Punjab",Kharar,Punjab,India,,995,995
996,4+,Houses & Villas,4+,4+,,"New Dashmesh Nagar, Jalandhar, Punjab",Jalandhar,Punjab,India,,996,996
997,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,997,997
998,4,Houses & Villas,4,4,,"Preet Vihar, Amritsar, Punjab",Amritsar,Punjab,India,,945,955
999,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,999,999
1000,3,Houses & Villas,3,3,,"Singhpura, Kurali, Punjab",Kurali,Punjab,India,,1000,491
1001,3,Houses & Villas,3,3,,"Khanpur, Kharar, Punjab",Kharar,Punjab,India,,1001,1001
1002,2,Houses & Villas,2,2,,"Guru Govind Singh Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1002,877
1003,4+,Houses & Villas,4+,4+,,"Sector 68, Mohali, Punjab",Mohali,Punjab,India,,1003,1003
1004,3,Houses & Villas,3,3,,"Sector 115, Kharar, Punjab",Kharar,Punjab,India,,291,852
1005,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1005,1005
1006,3,Houses & Villas,3,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1006,1006
1007,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1007,1007
1008,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1008,1008
1009,3,Houses & Villas,3,3,,"Garden Colony, Kharar, Punjab",Kharar,Punjab,India,,291,852
1010,2,Houses & Villas,2,2,,"Mundian Kalan, Ludhiana, Punjab",Ludhiana,Punjab,India,,1010,1010
1011,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1011,928
1012,3,Houses & Villas,3,3,,"Sector 115, Mohali, Punjab",Mohali,Punjab,India,,1012,1012
1013,3,Houses & Villas,3,2,,"Ranjit Nagar, Patiala, Punjab",Patiala,Punjab,India,,1013,1013
1014,2,Houses & Villas,2,3,,"Nehianwala, Goniana, Punjab",Goniana,Punjab,India,,1014,1014
1015,2,Houses & Villas,2,2,,"Khanpur, Kharar, Punjab",Kharar,Punjab,India,,1015,525
1016,3,Houses & Villas,3,1,,"Kasaie Wala Mohalla, Sunam, Punjab",Sunam,Punjab,India,,1016,1016
1017,4,Houses & Villas,4,4,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1017,284
1018,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,999,1018
1019,4+,Houses & Villas,4+,3,,"Garden Colony, Kharar, Punjab",Kharar,Punjab,India,,1019,1019
1020,4,Houses & Villas,4,4,,"Shastri Nagar, Pathankot, Punjab",Pathankot,Punjab,India,,1020,1020
1021,2,Houses & Villas,2,2,,"Hirabagh, Patiala, Punjab",Patiala,Punjab,India,,1021,1021
1022,2,Houses & Villas,2,1,,"Gorakh Teela, Sanaur, Punjab",Sanaur,Punjab,India,,1022,1022
1023,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1023,1023
1024,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1024,1024
1025,3,Houses & Villas,3,2,,"Baltana Village, Zirakpur, Punjab",Zirakpur,Punjab,India,,1025,1025
1026,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1026,1026
1027,3,Houses & Villas,3,3,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1027,1027
1028,4,Houses & Villas,4,3,,"Hira bagh, Jagraon, Punjab",Jagraon,Punjab,India,,1028,1028
1029,4,Houses & Villas,4,4,,"Verka, Amritsar, Punjab",Amritsar,Punjab,India,,1029,1029
1030,4,Houses & Villas,4,2,,"Sector 89, Mohali, Punjab",Mohali,Punjab,India,,1030,1030
1031,2,Houses & Villas,2,3,,"Aajadi, Sanaur, Punjab",Sanaur,Punjab,India,,1031,13
1032,3,Houses & Villas,3,2,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1032,1032
1033,3,Houses & Villas,3,2,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1033,1033
1034,3,Houses & Villas,3,3,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1034,1034
1035,2,Houses & Villas,2,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1035,1035
1036,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1036,1036
1037,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1037,1037
1038,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1038,1038
1039,4,Houses & Villas,4,2,,"Krishna Colony, Batala, Punjab",Batala,Punjab,India,,1039,1039
1040,3,Houses & Villas,3,3,,"Manakwal, Ludhiana, Punjab",Ludhiana,Punjab,India,,148,716
1041,3,Houses & Villas,3,3,,"Sector 124, Mohali, Punjab",Mohali,Punjab,India,,1041,1041
1042,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1042,1042
1043,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1043,999
1044,4,Houses & Villas,4,4,,"Hemkunt Nagar, Barnala, Punjab",Barnala,Punjab,India,,1044,1044
1045,3,Houses & Villas,3,3,,"Sector 124, Mohali, Punjab",Mohali,Punjab,India,,1041,1045
1046,3,Houses & Villas,3,2,,"7 City Colony, Samana, Punjab",Samana,Punjab,India,,1046,198
1047,4,Houses & Villas,4,2,,"Sultanwind, Amritsar, Punjab",Amritsar,Punjab,India,,1047,1047
1048,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1048,1048
1049,2,Houses & Villas,2,2,,"Khanpur, Kharar, Punjab",Kharar,Punjab,India,,283,537
1050,4+,Houses & Villas,4+,4,,"Jarnail Enclave, Zirakpur, Punjab",Zirakpur,Punjab,India,,1050,1050
1051,4,Houses & Villas,4,4,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1051,1051
1052,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1052,1052
1053,4+,Houses & Villas,4+,4+,,"Sector 71, Mohali, Punjab",Mohali,Punjab,India,,1053,1053
1054,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1054,1054
1055,4+,Houses & Villas,4+,2,,"Maujowal 260, Nangal, Punjab",Nangal,Punjab,India,,1055,1055
1056,4+,Houses & Villas,4+,4+,,"Sector 80, Mohali, Punjab",Mohali,Punjab,India,,1056,1056
1057,2,Houses & Villas,2,1,,"Sant Pura, Kapurthala, Punjab",Kapurthala,Punjab,India,,1057,1057
1058,4+,Houses & Villas,4+,4+,,"Sector 78, Mohali, Punjab",Mohali,Punjab,India,,1058,1058
1059,3,Houses & Villas,3,3,,"Bulara, Ludhiana, Punjab",Ludhiana,Punjab,India,,525,971
1060,4+,Houses & Villas,4+,4,,"Dugri Village, Ludhiana, Punjab",Ludhiana,Punjab,India,,1060,1060
1061,4+,Houses & Villas,4+,4+,,"Sohana Village, Mohali, Punjab",Mohali,Punjab,India,,1061,1061
1062,4+,Houses & Villas,4+,4+,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1062
1063,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1063
1064,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1064
1065,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1065
1066,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1066
1067,3,Houses & Villas,3,4,,"Airport road,  Amritsar, Punjab",Amritsar,Punjab,India,,1067,1067
1068,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1068,1068
1069,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1069,1069
1070,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1070
1071,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1071,1071
1072,3,Houses & Villas,3,3,,"Badi Haibowal, Ludhiana, Punjab",Ludhiana,Punjab,India,,1072,1072
1073,2,Houses & Villas,2,2,,"Shiv Colony, Makhu, Punjab",Makhu,Punjab,India,,1073,1073
1074,2,Houses & Villas,2,3,,"Rajiya, Raja Sansi, Punjab",Raja Sansi,Punjab,India,,449,449
1075,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,891
1076,4+,Houses & Villas,4+,4+,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1076
1077,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1077
1078,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1078
1079,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1079
1080,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1080
1081,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,1081,1081
1082,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1082
1083,2,Houses & Villas,2,3,,"Rajiya, Raja Sansi, Punjab",Raja Sansi,Punjab,India,,1083,449
1084,4,Houses & Villas,4,4,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1084,1084
1085,4,Houses & Villas,4,4,,"Dugri Urban Estate, Ludhiana, Punjab",Ludhiana,Punjab,India,,1085,1085
1086,3,Houses & Villas,3,3,,"Shivalik City, Kharar, Punjab",Kharar,Punjab,India,,1086,1086
1087,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,179,179
1088,4,Houses & Villas,4,3,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1088,1088
1089,3,Houses & Villas,3,3,,"Sector 123, Mohali, Punjab",Mohali,Punjab,India,,1089,960
1090,3,Houses & Villas,3,3,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1090,1090
1091,2,Houses & Villas,2,2,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1091,1091
1092,3,Houses & Villas,3,3,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1092,1092
1093,2,Houses & Villas,2,3,,"Rajiya, Raja Sansi, Punjab",Raja Sansi,Punjab,India,,1083,627
1094,4+,Houses & Villas,4+,4+,,"Sector 65, Mohali, Punjab",Mohali,Punjab,India,,1094,1094
1095,2,Houses & Villas,2,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1095,1095
1096,2,Houses & Villas,2,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1096,1096
1097,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1097,1097
1098,2,Houses & Villas,2,3,,"Model Town Phase 2, Bathinda, Punjab",Bathinda,Punjab,India,,1098,13
1099,3,Houses & Villas,3,3,,"Gulabgarh, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1099,1099
1100,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,405
1101,2,Houses & Villas,2,2,,"Haibatpur Road, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1101,1101
1102,3,Houses & Villas,3,1,,"Gurunanak Mohalla, Bhikhiwind, Punjab",Bhikhiwind,Punjab,India,,293,1102
1103,2,Houses & Villas,2,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1103,1103
1104,2,Houses & Villas,2,2,,"Khanpur, Kharar, Punjab",Kharar,Punjab,India,,283,1104
1105,4+,Houses & Villas,4+,3,,"Gilla, Ludhiana, Punjab",Ludhiana,Punjab,India,,1105,1105
1106,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1106,1048
1107,2,Houses & Villas,2,2,,"Chheharta, Amritsar, Punjab",Amritsar,Punjab,India,,1107,1107
1108,3,Houses & Villas,3,3,,"SBS Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1108,1108
1109,4+,Houses & Villas,4+,4+,,"SBS Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1109,1109
1110,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1110,1110
1111,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1111,554
1112,3,Houses & Villas,3,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1112,622
1113,3,Houses & Villas,3,3,,"Sector 115, Kharar, Punjab",Kharar,Punjab,India,,1113,1113
1114,3,Houses & Villas,3,3,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1114,1114
1115,3,Houses & Villas,3,3,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,972,1115
1116,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1116,1116
1117,3,Houses & Villas,3,1,,"Shahid Bhai Mani Singh Nagar, Barnala, Punjab",Barnala,Punjab,India,,1117,1117
1118,1,Houses & Villas,1,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1118,1118
1119,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1119
1120,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,891
1121,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1121
1122,3,Houses & Villas,3,3,,"Gulabgarh, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1122,107
1123,4,Houses & Villas,4,4,,"Sector 79, Mohali, Punjab",Mohali,Punjab,India,,1123,1123
1124,2,Houses & Villas,2,2,,"Hari Dass Colony, Nabha, Punjab",Nabha,Punjab,India,,1124,1124
1125,4,Houses & Villas,4,4,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1125,1125
1126,4,Houses & Villas,4,2,,"Millap Nagar, Hoshiarpur, Punjab",Hoshiarpur,Punjab,India,,1126,425
1127,4,Houses & Villas,4,3,,"Jawaddi, Ludhiana, Punjab",Ludhiana,Punjab,India,,421,1127
1128,4+,Houses & Villas,4+,3,,"Ram Nagar, Amritsar, Punjab",Amritsar,Punjab,India,,1128,1128
1129,4+,Houses & Villas,4+,4+,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1129,1129
1130,2,Houses & Villas,2,2,,"Singhpura, Kurali, Punjab",Kurali,Punjab,India,,1130,1130
1131,4,Houses & Villas,4,1,,"Adalat Bazar, Patiala, Punjab",Patiala,Punjab,India,,1131,1131
1132,3,Houses & Villas,3,4,,"Singhpura, Kurali, Punjab",Kurali,Punjab,India,,1132,46
1133,4+,Houses & Villas,4+,3,,"Sultanwind, Amritsar, Punjab",Amritsar,Punjab,India,,1133,1133
1134,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1134,1134
1135,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,999,1135
1136,4,Houses & Villas,4,3,,"Kot Mangal S Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1136,1136
1137,3,Houses & Villas,3,2,,"Singhpura, Kurali, Punjab",Kurali,Punjab,India,,1137,699
1138,4+,Houses & Villas,4+,3,,"Model Town Phase 2, Bathinda, Punjab",Bathinda,Punjab,India,,1138,1138
1139,4,Houses & Villas,4,4,,"Dera Bassi-Barwala Road, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1139,1139
1140,4,Houses & Villas,4,1,,"Makhdumpura, Jalandhar, Punjab",Jalandhar,Punjab,India,,1140,1140
1141,4+,Houses & Villas,4+,2,,"Markal Colony, Patiala, Punjab",Patiala,Punjab,India,,1141,1141
1142,4,Houses & Villas,4,4,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1142,1142
1143,3,Houses & Villas,3,3,,"Roop Nagar, Hoshiarpur, Punjab",Hoshiarpur,Punjab,India,,1143,627
1144,3,Houses & Villas,3,4,,"Issapur Rouni, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1144,1144
1145,3,Houses & Villas,3,2,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,1145,1145
1146,4+,Houses & Villas,4+,4+,,"Urban Estate, Jalandhar, Punjab",Jalandhar,Punjab,India,,1146,1146
1147,4,Houses & Villas,4,3,,"Aman nagar, Patiala, Punjab",Patiala,Punjab,India,,1147,283
1148,3,Houses & Villas,3,3,,"Singhpura, Kurali, Punjab",Kurali,Punjab,India,,1148,1148
1149,3,Houses & Villas,3,2,,"Geeta Colony, Jagraon, Punjab",Jagraon,Punjab,India,,1149,1149
1150,3,Houses & Villas,3,3,,"Mahal Sub Urban, Amritsar, Punjab",Amritsar,Punjab,India,,286,125
1151,3,Houses & Villas,3,3,,"Mahal Sub Urban, Amritsar, Punjab",Amritsar,Punjab,India,,1151,198
1152,2,Houses & Villas,2,2,,"Mahal Sub Urban, Amritsar, Punjab",Amritsar,Punjab,India,,1152,1152
1153,4+,Houses & Villas,4+,2,,"Gandhi Nagar, Rupnagar, Punjab",Rupnagar,Punjab,India,,331,1153
1154,2,Houses & Villas,2,2,,"Basant Vihar, Rajpura, Punjab",Rajpura,Punjab,India,,1154,1154
1155,4,Houses & Villas,4,3,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,139,395
1156,2,Houses & Villas,2,1,,"Baba Peer Singh Colony, Patiala, Punjab",Patiala,Punjab,India,,1156,1156
